,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaultPayment
289,2,2,1,46,0,0,0,0,0,0,8751,4311,1295,1000,1000,1000,1000,1000,0
290,1,1,2,33,-1,-1,-1,-1,-1,-1,898,-339603,898,325,898,325,0,345293,1
291,2,2,2,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1
292,1,2,1,43,3,2,2,2,2,2,1700,2566,1100,0,300,0,600,0,0
293,1,2,2,27,0,0,2,0,0,0,7015,10182,3507,0,500,370,393,700,1
294,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,1500,0
295,1,1,2,31,0,0,0,0,0,0,194353,133990,9000,7465,4715,4804,5141,5300,0
296,2,2,1,29,-1,-1,-1,-1,-1,-1,1686,1820,657,2319,1423,0,1820,2496,0
297,2,2,1,36,0,0,0,0,0,0,143225,131629,6483,5082,6000,5900,4544,4700,0
298,2,1,1,36,0,0,0,0,0,0,58983,30771,2755,3463,1300,1100,1100,2000,0
299,1,1,2,34,1,-2,-1,0,-1,-1,0,203,0,13001,0,19595,203,0,1
300,1,2,2,37,0,0,0,0,0,0,99209,64513,3490,2332,2314,2365,2497,2305,0
301,2,1,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,162000,0,0
302,2,3,1,40,0,0,0,0,0,0,49941,14458,2400,1206,1000,1000,1000,1000,0
303,2,1,2,25,0,0,2,0,0,0,11968,12510,2800,0,4000,1700,1000,2000,1
304,2,1,2,27,-1,-1,-1,0,0,0,871,7414,665,960,3908,1014,3500,2880,0
305,2,2,2,26,-2,-2,-2,-2,-2,-2,432,400,3220,5904,0,3000,0,0,0
306,2,2,1,36,-1,-1,-1,-1,-1,-1,10483,0,23962,0,8500,4590,0,0,0
307,2,2,1,27,1,-1,-1,-2,-2,-2,0,0,5215,0,0,0,0,0,0
308,1,3,1,55,2,2,2,3,3,4,9720,14514,1200,1200,2000,1500,1500,1500,1
309,2,1,2,27,-1,-1,-1,-1,-1,-1,20847,11736,13809,14583,4889,273,13557,0,0
310,2,2,1,38,-1,0,-1,-1,0,-1,3697,2077,1000,1354,5322,6,2386,9085,0
311,2,2,1,34,0,0,0,0,0,0,143301,132845,7000,5000,5000,4900,5000,5100,0
312,1,1,2,40,0,0,0,2,0,0,10934,14340,3000,3100,0,3000,1500,0,0
313,2,3,1,49,-1,2,2,2,0,0,52439,59983,0,6000,0,5000,2286,3000,1
314,1,1,2,27,0,0,0,0,0,0,55734,6441,1631,1286,200,645,909,200,0
315,1,2,2,23,0,0,0,0,0,0,49507,19346,1970,2000,618,809,2000,616,1
316,2,2,2,36,0,0,0,0,0,0,47819,53652,2200,2500,2000,2100,2500,2200,0
317,2,3,1,53,1,-1,-1,-2,-2,-1,0,485,165,526,452,397,485,459,0
318,2,3,1,46,3,2,2,0,0,0,48522,24883,3754,1,1070,1030,863,654,0
319,1,2,2,29,1,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
320,1,2,2,29,1,2,2,0,0,0,58362,47969,2500,0,2000,2000,1854,2000,1
321,2,1,2,27,0,0,0,0,0,0,172180,103263,21105,5461,5000,5849,2732,50000,0
322,1,2,2,24,-1,0,0,0,0,0,1399,8085,1070,1500,3666,2477,1306,1000,0
323,2,2,1,28,0,0,0,-2,-1,-1,26361,6173,1710,1100,1000,767,6173,1000,1
324,2,2,2,32,0,0,0,0,0,0,93029,100738,10000,7000,10000,10000,10000,10000,0
325,1,2,2,43,1,-2,-1,0,0,0,0,37056,0,38013,3000,5000,3000,3000,0
326,2,2,1,41,-1,2,2,-1,2,-1,650,325,325,0,950,0,325,325,1
327,2,2,1,34,2,2,2,2,2,0,24898,30225,3800,0,3720,0,1300,1291,1
328,1,2,1,55,-2,-1,-1,-2,-2,-2,50396,7416,44665,8321,2190,24599,7416,77195,0
329,1,1,1,40,2,2,2,2,2,2,99855,109428,5200,0,8100,4000,4200,4200,0
330,2,2,1,37,1,-1,2,-1,-1,-1,-179,16893,1000,0,6900,24000,17000,2500,1
331,2,2,2,40,0,0,2,0,0,0,9559,12685,3000,0,500,500,2700,500,1
332,2,1,2,28,1,2,0,0,0,0,10540,31857,0,1483,673,10000,11540,7000,0
333,2,2,1,43,1,-2,-2,-2,-1,-1,0,78388,0,0,0,1600,78388,0,0
334,1,1,2,27,0,0,0,0,0,0,20571,18868,1323,1600,830,700,674,376,0
335,2,1,2,28,0,0,0,0,0,0,143464,160361,5795,7408,5645,5753,6370,5865,0
336,2,1,2,30,0,0,0,0,0,0,156882,159108,10000,8000,6000,7000,7000,6000,0
337,2,2,2,31,-2,-2,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0
338,2,2,1,31,0,0,0,0,0,0,46512,29170,1974,4406,1061,1073,1046,1047,1
339,2,1,2,34,-1,-1,0,-1,-1,-1,882,830,6900,5037,1100,1330,3800,2037,0
340,2,2,2,30,-2,-2,-2,-2,-2,-2,92,0,92,92,0,92,0,1883,0
341,1,2,2,36,0,0,0,0,-1,0,5916,978,1212,1200,0,978,0,0,0
342,2,1,2,29,-1,2,-1,-1,-1,2,2393,24248,0,4872,20183,5000,0,1000,0
343,1,1,1,39,0,0,-1,0,0,-1,274731,1005,11000,145000,26000,0,101005,1898,0
344,2,1,2,26,0,0,0,0,0,0,145403,106517,5440,5051,3835,4106,4250,4028,0
345,2,1,2,29,-1,-1,-2,-1,0,0,3097,1654,0,0,5000,5000,1500,13000,0
346,2,2,2,26,-1,-1,-1,0,0,0,1370,3980,4210,4159,1000,1080,2000,1525,0
347,2,2,2,29,0,0,0,0,0,0,47081,41145,3000,2000,2000,2000,2000,2000,1
348,2,2,2,31,0,0,0,0,0,0,138119,142174,6600,6500,5100,5300,6000,5000,0
349,2,2,2,26,0,0,0,0,0,0,17893,19844,1411,1522,621,795,715,1000,1
350,1,1,2,26,0,0,-1,0,0,-1,39128,23101,1541,4200,0,0,23101,3000,0
351,1,1,1,36,1,-2,-1,-1,-2,-1,-14386,1386,10118,47015,0,4000,100000,10000,0
352,1,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1
353,2,2,2,43,0,0,0,0,0,0,77057,19414,3177,2600,3000,1691,695,882,0
354,1,3,1,58,2,2,2,0,0,2,15899,18856,3400,0,1000,1001,634,638,0
355,1,2,1,45,-1,0,0,0,0,0,27679,31127,1481,2000,1100,1200,1500,1500,1
356,2,2,2,26,0,0,0,0,0,0,141315,103360,6349,5834,3870,4000,3825,3520,0
357,1,2,2,34,0,0,0,0,0,0,194314,169121,9010,35000,5000,6000,5000,4400,0
358,2,4,2,24,0,0,0,0,0,0,83755,84462,3000,2900,2900,3000,3500,4000,0
359,1,1,1,34,-1,-1,-1,-1,-1,-1,49657,291,291,51058,35696,34039,291,291,0
360,2,2,2,23,4,3,2,0,0,0,507726,419643,10000,0,14000,16500,16000,19000,1
361,2,2,2,30,0,0,0,0,0,0,71305,74610,2589,2568,2570,2661,2781,2500,0
362,1,2,2,32,4,3,2,0,0,0,45734,25775,0,0,1262,1358,1275,1590,0
363,1,1,1,40,1,-2,-1,0,-1,-1,0,216,0,2066,0,216,216,66,1
364,2,1,2,35,-2,-2,-2,-2,-2,-2,761,613,300,399,665,576,613,520,0
365,2,2,1,56,1,-1,-1,-2,-1,-1,-9,8676,1529,1507,0,3965,8676,384,0
366,2,2,1,61,0,0,0,0,0,0,47166,24774,3000,2237,975,1000,2000,1039,0
367,1,2,2,24,-1,2,2,2,0,0,2887,2132,0,1500,0,0,150,0,0
368,1,1,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
369,2,2,1,32,3,2,0,0,0,0,20631,10985,0,1168,384,390,632,616,1
370,1,2,1,36,2,2,-2,-2,-2,-2,83538,0,0,0,0,0,0,0,1
371,1,1,2,30,-1,-1,-1,-1,-1,-1,99,21712,2977,15086,9123,13028,29712,50000,0
372,2,1,2,34,0,0,0,2,2,2,34302,48767,1640,9000,0,8000,0,2000,0
373,1,3,3,54,0,0,0,0,0,0,22987,25943,2500,2000,1500,4000,2000,0,0
374,1,1,1,46,0,0,0,0,0,0,173267,178719,8100,5299,3305,5040,160719,7000,0
375,1,3,1,58,0,0,0,0,0,0,19143,22437,1640,1700,915,800,1000,1961,0
376,1,2,1,43,1,2,0,0,0,2,20518,24242,0,1342,946,4200,0,1000,0
377,2,1,2,28,-1,0,0,-1,-1,-1,10833,3745,14000,3855,4991,3600,5500,4000,0
378,1,1,2,30,0,0,0,0,0,0,69937,49888,3500,3000,2000,4000,3000,10000,0
379,1,2,2,31,0,0,0,0,0,0,20526,12487,2000,3000,327,3000,3000,5000,1
380,2,2,2,29,0,0,0,0,0,0,89055,75355,4200,2575,2600,2674,2701,5750,0
381,2,2,1,37,2,2,2,0,0,0,1894,2415,1500,400,200,500,500,400,1
382,1,3,1,36,0,0,0,0,0,0,100594,88450,3000,30000,4000,4000,3400,3300,0
383,2,2,2,28,-1,0,0,2,0,0,2948,5889,1105,1903,0,296,500,95,1
384,1,2,2,25,0,0,0,0,0,-2,22619,0,10010,1209,579,0,0,6305,0
385,2,4,1,42,0,0,0,0,0,0,338106,240176,15000,14000,9000,8500,9000,8300,0
386,2,1,2,29,1,-1,-1,-2,-2,-2,0,0,80000,0,0,0,0,0,0
387,1,3,1,73,-1,0,0,2,2,2,63144,75018,3500,4330,3500,3500,3500,5100,1
388,1,2,1,43,0,0,0,0,0,0,153249,157759,7900,6500,5700,5700,5700,5334,0
389,1,1,1,30,-1,-1,-1,0,0,-1,1131,291,291,582,0,0,130291,651,1
390,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
391,2,2,1,39,1,-1,0,0,0,0,-1312,33316,38621,2000,1130,922,1011,5000,1
392,1,2,1,44,0,0,0,0,0,0,103797,71620,4400,4013,3011,3000,3001,2653,0
393,2,2,2,29,0,0,0,0,0,0,20110,21085,3000,3000,3000,3500,2000,2000,0
394,1,1,1,51,-1,-1,-1,-2,-2,-2,38000,0,25000,0,0,0,0,0,0
395,2,1,2,27,0,0,0,0,0,0,142428,142620,10000,10000,6000,6000,6000,5600,0
396,1,1,2,38,0,0,0,0,0,0,40810,28947,2502,1200,860,0,579,0,0
397,2,2,2,22,-2,-2,-2,-2,-2,-2,0,632,0,0,848,0,632,0,0
398,2,2,1,30,0,0,0,0,0,0,104701,74125,4002,5000,3500,3000,2700,5000,0
399,2,2,2,25,2,2,2,2,2,2,120298,117167,4007,0,8272,5000,0,4400,0
400,1,1,2,29,0,0,0,0,0,-1,156362,184922,5233,3289,2072,3018,184922,6100,0
401,2,3,3,42,0,0,0,0,0,0,41322,29064,1488,1394,962,1500,2541,2000,0
402,1,1,2,41,-1,-1,-1,-1,-1,2,1464,822,2091,384,0,2344,0,472,1
403,1,2,1,48,0,0,0,0,0,0,27879,26179,1774,1710,1046,1079,1089,2244,0
404,2,1,2,29,2,2,2,2,2,2,160432,153800,7500,0,11558,5800,0,5654,1
405,1,1,1,52,-2,-2,-2,-2,-2,-2,3858,82150,2690,3487,0,0,85900,396,0
406,2,2,1,25,0,0,0,-2,-2,-2,26476,0,6000,0,0,0,0,0,0
407,1,1,1,37,1,2,0,0,0,0,507062,303510,325,15296,12137,12312,14113,10526,0
408,2,1,2,27,0,0,0,0,0,0,55607,66541,11404,8232,10450,9697,16477,11341,0
409,1,1,2,31,0,0,0,0,0,0,168382,167983,10000,8000,6371,6217,5947,6288,0
410,2,1,2,23,1,2,2,2,2,2,29332,32965,0,2709,1600,1400,1300,1200,1
411,2,1,1,38,-1,-1,-2,-1,-1,-2,190,-150,0,0,367,150,0,0,0
412,2,1,1,32,1,-2,-1,-1,-1,-1,0,3404,0,2809,4606,792,3404,0,0
413,2,2,2,27,1,2,0,0,0,0,13668,5068,0,1064,423,313,1000,4641,1
414,2,3,1,41,-2,-2,-2,-2,-2,-2,14867,22593,26734,199982,9033,19371,22593,2000,0
415,2,3,1,35,-1,-1,-1,-2,-2,-2,22500,0,5000,0,0,0,0,640,0
416,2,1,2,31,-2,-2,-2,-2,-2,-2,7184,160,17507,1102,0,0,160,1103,0
417,2,1,2,30,0,0,0,0,0,2,14811,18990,2000,1600,1200,2000,0,1000,0
418,1,2,1,48,0,0,0,0,0,0,44338,19548,3629,3332,2000,2000,2000,2500,0
419,2,1,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1
420,1,1,2,24,2,0,0,0,0,2,25265,29371,1500,1800,1007,2500,0,1800,0
421,2,1,2,29,0,0,0,0,0,0,169661,151936,8071,9021,7013,6013,6028,6010,0
422,2,2,2,38,-1,-1,-1,-1,-1,-1,10237,0,2795,1350,371,2980,0,2213,0
423,1,2,1,38,2,2,2,0,0,0,104978,105253,4500,0,3500,3500,9000,0,1
424,2,2,1,30,0,0,0,0,0,0,192586,190306,10000,7143,7306,6303,6429,6000,0
425,2,2,1,32,-1,-1,-2,-2,-2,-2,11262,0,0,0,0,0,0,0,0
426,2,3,2,49,2,2,2,2,0,0,9551,16414,3000,1500,0,3123,1500,1000,1
427,2,1,2,31,-1,-1,-1,-1,0,-1,199,199,199,199,398,0,199,398,1
428,1,1,2,27,0,0,0,0,0,0,70119,29795,3600,1646,600,28468,1327,1000,0
429,2,2,2,33,0,0,0,0,0,0,212601,66167,6000,4500,5000,3000,3000,3000,0
430,2,2,2,25,0,0,0,0,0,0,91894,77648,3200,3300,3000,3001,3000,3100,0
431,2,1,2,27,0,0,0,0,0,0,304867,281826,13007,10612,10041,11000,10512,7000,1
432,2,1,2,29,0,0,0,0,0,0,48123,53206,2500,2500,2000,2000,2057,2500,0
433,2,1,1,36,0,0,0,0,0,0,159760,167964,6422,6565,5951,6006,5894,5946,0
434,1,3,1,55,0,0,-1,-1,-1,-2,9210,0,6015,17454,1775,0,0,0,0
435,2,2,1,32,1,2,2,2,2,2,234752,221413,10000,8000,0,16000,8000,0,1
436,2,1,2,27,-1,-1,-2,-1,2,-1,14072,150,0,0,300,0,150,200,0
437,1,3,1,37,0,0,0,0,0,0,61807,60145,2300,2200,2300,2200,2300,2300,0
438,2,1,1,25,0,0,0,0,0,0,51044,20859,2500,3008,1000,761,800,704,0
439,2,1,2,23,0,0,0,0,0,0,77024,47110,3212,1600,956,40000,1800,1700,1
440,1,2,2,23,-1,-1,-1,-1,0,0,350,12584,350,400,1695,11300,485,2400,0
441,1,1,2,32,0,0,0,0,2,2,83831,89522,4000,4037,6500,3500,0,3200,0
442,2,1,2,26,1,-2,-1,-1,-1,-1,0,2995,0,945,0,197,2995,0,0
443,2,1,2,27,0,0,0,0,0,0,122923,124793,5704,5930,4000,4003,10033,4400,0
444,1,1,2,44,0,0,0,0,0,0,246135,198857,12026,9010,7400,8000,8000,7000,1
445,1,2,2,34,0,0,0,0,0,0,37304,15602,1600,1500,1100,1000,600,500,0
446,2,1,2,28,0,0,0,0,0,0,146433,83988,4500,4400,3000,2400,2500,2500,0
447,2,1,1,53,-1,-1,-1,0,0,-1,46122,1599,1260,29366,54,0,1599,0,0
448,1,4,1,42,0,0,0,0,0,0,38564,0,5000,1485,1956,1500,0,2102,0
449,2,3,1,30,0,0,0,2,0,0,96304,58880,4505,12906,0,2210,2300,5200,0
450,1,1,1,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1
451,1,1,1,53,2,2,0,0,0,0,467150,434715,0,18000,16000,16000,21000,20000,1
452,1,2,2,37,0,0,0,-1,0,0,255691,131074,14000,5022,130000,7000,6000,6000,0
453,2,1,2,26,0,0,-2,-2,-2,-2,156786,871,179,1443,1443,1443,871,2015,0
454,1,2,2,42,0,0,0,0,0,0,78129,48443,2500,51432,1800,1800,1800,1700,0
455,1,2,2,39,0,0,0,0,0,-1,40034,5315,2027,1207,301,212,5315,4987,0
456,1,3,2,39,1,2,2,2,2,2,71034,75820,0,6000,0,6000,0,6000,0
457,1,1,2,32,-1,0,0,0,0,-2,23974,0,1800,1900,1300,0,0,0,0
458,2,2,1,41,-1,-1,-1,-1,-1,-1,819,9130,18163,5654,12887,6985,9130,6554,0
459,1,2,1,48,0,0,0,0,0,-1,50927,6400,2100,1217,500,0,6400,4590,1
460,2,2,1,38,0,0,0,0,0,0,152510,126219,5657,10372,5000,5000,5000,5000,0
461,2,2,1,36,-1,-1,-1,-1,-1,-1,1689,7868,8638,5723,2980,1260,7868,2198,0
462,2,2,2,26,0,0,0,-1,-1,0,20807,1448,80000,3000,3015,23473,1148,4900,0
463,2,1,2,28,0,0,0,0,0,0,30141,96116,120093,8034,3013,4010,5882,3000,0
464,2,3,3,56,1,-2,-1,-1,-2,-1,0,150,0,1991,0,0,150,614,0
465,1,1,1,59,-1,0,0,0,0,0,208459,191671,7536,7277,7100,7120,6844,6945,1
466,1,1,2,38,0,0,0,0,0,0,212795,165300,8909,7500,9000,6729,6000,7009,1
467,1,2,2,32,0,0,0,0,0,0,28114,19831,1610,1224,655,627,620,500,0
468,1,2,1,38,0,0,0,-1,0,0,59372,51481,10026,7241,50091,25000,5078,2132,0
469,2,1,1,41,-1,-1,-1,-1,-1,-1,6160,670,3276,6246,307,2870,670,1362,0
470,2,3,2,35,0,0,0,0,0,0,355215,263018,13802,16525,8893,9229,10000,9435,1
471,2,2,2,41,0,0,0,0,0,0,366193,155182,14020,13595,6243,6007,6061,6012,0
472,1,2,1,34,-1,-1,-1,-1,-1,-1,2927,1382,2790,1140,2144,1180,1382,2440,0
473,1,3,1,38,1,2,2,0,0,2,29295,35002,1800,1500,2000,2700,1500,0,0
474,2,2,1,32,-1,-1,-1,-1,-1,-1,4158,5930,2682,0,6440,0,5930,5120,0
475,2,2,2,29,0,0,0,0,0,0,27199,23159,1900,1400,1000,1100,1000,420,0
476,1,1,2,44,0,0,0,0,0,0,50893,29638,1800,1500,1200,1203,1166,1000,0
477,2,2,1,37,0,0,0,2,0,0,66759,50809,2518,5950,0,1782,1985,2700,0
478,2,1,1,38,-1,2,-1,-1,-1,0,600,450,0,501,300,600,300,600,0
479,1,1,2,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
480,2,2,1,40,0,0,0,0,-1,2,44930,919,120041,4435,0,1069,0,67619,0
481,1,2,2,26,0,0,2,2,2,2,131367,130271,17000,0,11400,550,5300,5400,1
482,2,2,2,28,0,0,0,0,-1,2,41264,4162,2112,1200,758,6736,0,0,0
483,1,3,1,48,1,2,2,2,2,2,77604,59378,1700,4000,1600,1600,1500,4086,0
484,2,2,1,43,-1,-1,-1,-1,-1,-1,2491,2562,1709,574,556,2306,2562,2111,0
485,1,2,1,31,0,0,0,0,0,0,177554,117465,7600,6303,4137,3502,4027,3517,0
486,2,1,1,42,-1,-1,-1,-1,-1,-1,6865,6992,15111,13165,0,10500,6992,0,0
487,1,2,1,39,0,0,0,0,0,0,93768,95323,3317,3506,4218,5000,6080,938,0
488,2,2,1,36,-1,-1,-1,0,-1,-1,396,396,1648,792,0,396,396,792,1
489,2,1,1,34,-1,-1,-1,-1,-1,-1,16426,2514,6277,4663,4140,4414,2646,7725,0
490,2,2,2,32,-2,-2,-2,-2,-2,-2,573,0,157,0,0,0,0,0,0
491,2,2,1,43,2,2,2,2,2,0,28703,19633,1300,2,1608,0,900,800,0
492,1,2,2,30,0,0,0,2,0,0,98560,69174,4000,11900,207,2003,2003,2003,0
493,2,2,2,28,0,0,-1,-1,-2,-2,28304,0,4000,308,0,0,0,0,0
494,2,1,1,28,0,0,0,0,0,0,8574,10490,1203,1047,248,408,294,276,1
495,1,1,1,41,-1,-1,-1,-1,-1,-1,508,320,1000,390,1000,220,640,1000,0
496,2,3,2,47,0,0,0,0,0,0,203183,198717,7521,7000,7000,7128,8000,7100,0
497,1,2,2,23,0,0,2,0,0,0,16440,19664,7403,0,820,1025,1113,104,0
498,2,1,1,49,-1,-1,-2,-1,-1,-1,66,1639,0,0,120,6,1645,0,0
499,1,1,1,38,0,0,0,2,2,0,15912,19933,1623,3916,750,0,800,850,0
500,2,2,1,38,0,0,0,0,2,2,20344,24576,2000,1500,2000,1500,0,1200,0
501,2,2,1,35,1,2,2,2,2,2,23132,30548,0,6000,0,4500,0,2000,0
502,2,4,2,46,0,0,0,0,0,0,221590,193351,10000,9000,8000,8000,7500,7000,0
503,2,1,1,33,0,0,0,0,0,0,19161,0,2000,3000,0,0,0,0,1
504,1,4,1,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
505,1,1,2,35,-1,-1,-1,-1,-1,-1,396,1220,396,396,0,793,1220,0,0
506,2,2,2,43,-1,-1,-1,0,0,-1,3959,200,0,285138,4989,100,200,528666,0
507,2,2,2,28,0,0,0,0,0,2,42238,34661,2500,2000,1128,2500,0,2000,0
508,2,2,1,30,0,0,0,0,0,2,21507,5515,1700,1400,200,1000,0,500,0
509,1,1,2,26,-1,-1,-2,-1,-1,-2,884,0,0,0,10446,0,0,0,0
510,1,2,1,31,-1,-1,-1,-1,-1,2,1261,390,1261,1261,1411,930,0,780,0
511,2,2,2,35,-1,-1,-1,-1,-1,-1,240,240,240,240,240,240,240,240,1
512,1,1,2,28,-1,-1,-1,-1,-1,-1,20223,50537,53228,3997,1750,2853,51041,3219,0
513,1,2,2,23,2,2,2,2,2,2,29509,33081,2000,1500,1300,1300,1200,1500,1
514,2,2,2,23,0,0,2,0,0,0,18355,13246,2900,10,577,430,1017,4,0
515,1,3,1,56,0,0,-1,0,0,0,94265,80335,2385,88678,2169,2634,3132,732,0
516,1,3,1,32,0,0,0,0,0,0,68739,71284,3060,3300,2610,2750,2750,5500,0
517,1,2,1,47,0,0,0,0,0,0,13917,19439,3000,5000,2000,618,679,500,0
518,2,2,2,22,1,2,0,0,0,0,10250,9984,0,2126,390,328,476,1287,0
519,2,1,1,34,0,0,0,0,0,0,93844,115297,6000,7000,5000,7000,7000,7000,0
520,2,1,1,31,0,0,0,0,0,0,16496,19818,1597,1606,819,1000,1000,1623,0
521,2,2,2,27,1,-1,0,0,0,0,-58,61420,33049,16000,8700,18775,15000,5350,0
522,1,1,2,28,-1,-1,-1,0,0,-1,1210,125557,390,75720,62520,17000,132200,167000,1
523,2,2,1,42,0,0,0,0,0,0,111496,66735,6022,3021,5012,5112,3000,5000,1
524,2,1,2,32,0,0,0,0,0,0,67374,74827,3200,3200,2600,2900,2700,3000,0
525,2,2,2,27,-1,-1,-1,-1,-1,-1,1692,2891,13250,433,1831,0,2891,153504,0
526,1,2,2,27,1,2,0,0,0,2,18649,20241,0,1594,1000,1606,0,300,0
527,2,2,1,45,2,2,0,0,0,0,160837,170894,0,6200,6000,6000,6500,6000,1
528,1,1,2,26,1,-2,-2,-2,-1,-1,-8,2600,0,0,0,1685,2613,0,0
529,2,2,2,21,-1,-1,2,2,-1,-1,18763,0,14410,0,28,22073,0,0,0
530,1,2,2,23,0,0,0,0,0,0,34549,19575,2836,1200,13000,1500,9000,1000,0
531,1,2,3,30,0,0,0,0,0,0,97538,18302,2454,1588,780,803,673,637,0
532,1,2,2,46,0,0,2,2,2,0,4073,6785,2400,0,871,0,244,251,1
533,2,3,1,50,2,0,0,3,3,2,53849,62524,2050,7500,2500,0,2500,2500,1
534,1,1,2,26,-2,-2,-2,-2,-2,-2,2411,0,3068,2440,1807,2204,0,0,0
535,1,2,2,25,-1,-1,0,-1,-1,0,480,6200,1675,2500,578,4825,2000,2435,0
536,2,1,2,35,0,0,0,0,0,0,330759,179221,13100,11000,10000,9000,7100,5500,0
537,1,2,1,44,0,0,0,0,0,0,92007,46775,5417,2847,2066,1919,2200,0,0
538,2,1,2,52,0,0,0,-2,-1,-1,3257,0,1000,0,0,318,0,0,0
539,2,2,1,40,1,2,2,2,2,2,92638,101213,600,7300,3700,3700,4000,3800,0
540,2,1,2,38,-1,-1,-2,-2,-1,-1,399,270,0,0,0,218,270,317,0
541,2,1,2,28,1,-2,-2,-2,-2,-1,0,318,0,0,0,0,318,0,0
542,2,2,1,36,2,3,2,2,0,0,28778,28805,0,1000,0,1100,1100,1500,1
543,2,1,2,24,0,0,0,0,-1,-1,30092,29427,1553,5000,87,14761,29514,330,0
544,2,1,1,34,-1,0,0,-1,0,-1,12339,2142,10000,13912,9785,0,2142,4230,0
545,2,1,2,31,0,0,0,0,0,0,50620,51941,5000,3000,3000,2000,5000,5000,0
546,2,1,1,41,1,-2,-2,-2,-2,-2,-65,-200,0,0,0,0,0,0,1
547,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
548,2,1,2,28,-1,-1,0,0,0,0,2403,20539,7357,2566,3000,1000,10000,2000,0
549,1,1,2,27,0,0,0,0,0,0,52437,31214,5024,5000,5000,4000,5000,3500,0
550,1,3,1,52,0,0,2,2,2,0,4657,7638,1500,1000,1000,0,2000,2000,1
551,2,1,2,41,-1,-1,-1,-1,-1,-1,28204,554,0,16500,0,26854,500,0,1
552,1,1,1,56,0,0,0,0,0,0,50715,29977,2500,1500,1100,2000,1500,1017,1
553,2,1,1,42,1,-1,-1,-2,-2,-2,0,0,6370,0,0,0,0,0,0
554,2,2,2,24,-2,-2,-2,-2,-2,-2,35285,37255,2000,1600,1401,1607,1800,1751,0
555,2,2,1,47,0,0,0,-1,-1,-2,37850,0,38187,1207,2632,8654,0,4981,0
556,2,1,1,33,-2,-2,-2,-2,-2,-2,5233,199,5401,1829,350,150,199,1145,0
557,2,2,2,32,0,0,2,2,2,2,65299,83206,11000,5800,3200,3200,3100,3000,0
558,1,2,2,29,0,0,0,-2,-2,-2,17208,0,2055,0,0,0,0,0,0
559,2,3,1,53,0,0,0,0,0,0,57192,65163,2800,2753,2400,2255,4767,0,0
560,1,1,2,34,-1,-1,0,-1,-1,-1,5780,14923,12006,5736,6621,2457,14923,1712,0
561,2,2,2,52,-2,-2,-2,-2,-2,-2,640,-3,2231,0,1005,948,0,789,0
562,2,2,1,42,-1,-1,-1,-1,-1,-1,631,3640,2790,1758,416,416,3640,730,0
563,1,2,2,38,-1,0,0,0,0,0,108351,66078,8005,8004,5000,5000,5000,105700,0
564,2,1,2,45,2,2,2,-1,2,2,834,2698,1,1693,6940,7,1230,3,0
565,2,3,2,35,-2,-2,-2,-2,-2,-2,7244,11082,8514,1751,6739,2403,11137,13407,0
566,2,1,2,24,0,0,0,0,0,0,13141,23387,1600,1500,3000,5000,1020,764,1
567,1,1,2,28,-1,-1,-1,-1,-1,-1,7071,6220,1510,3575,10573,10155,6240,16071,0
568,1,3,2,26,0,0,0,0,0,0,35429,19567,1537,1947,800,1000,718,683,0
569,2,1,1,40,0,0,0,-2,-2,-2,18751,0,1000,0,0,0,0,0,0
570,2,1,2,29,1,-1,-1,-1,-1,-1,55788,0,8394,4927,5089,19561,0,125,0
571,2,2,2,23,0,0,0,0,0,0,49809,19013,2040,2766,1690,1000,1000,1000,0
572,1,1,2,33,-1,-1,-1,-2,-2,-1,10900,4532,10530,0,0,0,4554,0,0
573,2,2,2,60,-2,-1,-1,0,-1,-1,3128,1009,5156,1089,0,3177,1009,0,1
574,2,3,1,49,-1,-1,-1,-1,-1,-1,3367,7601,4641,2290,1459,6764,7601,7990,0
575,1,1,1,53,2,0,0,0,0,0,279610,238266,13000,10200,10265,8803,8300,8546,1
576,2,1,2,28,-1,-1,-1,0,0,0,475,48888,475,5691,34000,14000,8000,15000,0
577,1,1,2,31,-1,-1,-1,-1,2,-1,5994,4085,13647,8314,4082,0,4085,0,0
578,1,2,2,36,0,0,0,0,0,0,5197,6980,1300,1100,1000,500,500,1000,0
579,1,2,1,35,-2,-1,-1,-1,-1,-2,7797,0,2687,8765,3390,2040,0,0,0
